,INDICATOR NAME,INDICATOR DESCRIPTION,INDICATOR FREQUENCY 1,INDICATOR FREQUENCY 2,PROVIDER,DATASET
466,BFOLNPCAONF_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, US Dollars",A,Q,IMF,BOP
467,BFOLNPCAO_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Other Sectors, Euros",A,Q,IMF,BOP
468,BFOLNPCAO_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Other Sectors, US Dollars",A,Q,IMF,BOP
469,BFOLNPCAPE_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Pension Entitlements, Euros",A,Q,IMF,BOP
470,BFOLNPCAPE_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Pension Entitlements, US Dollars",A,Q,IMF,BOP
471,BFOLNPCAPG_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Provisions for Calls Under Standardized Guarantees, Euros",A,Q,IMF,BOP
472,BFOLNPCAPG_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Provisions for Calls Under Standardized Guarantees, US Dollars",A,Q,IMF,BOP
473,BFOLNPCA_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, Euros",A,Q,IMF,BOP
474,BFOLNPCA_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Acquisition of Financial Assets, US Dollars",A,Q,IMF,BOP
475,BFOLNPCLCB_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Central Bank, Euros",A,Q,IMF,BOP
476,BFOLNPCLCB_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Central Bank, US Dollars",A,Q,IMF,BOP
477,BFOLNPCLCP_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Claims of Pension Funds on Sponsors, Euros",A,Q,IMF,BOP
478,BFOLNPCLCP_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Claims of Pension Funds on Sponsors, US Dollars",A,Q,IMF,BOP
479,BFOLNPCLDC_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Deposit-taking Corporations, Except the Central Bank, Euros",A,Q,IMF,BOP
480,BFOLNPCLDC_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Deposit-taking Corporations, Except the Central Bank, US Dollars",A,Q,IMF,BOP
481,BFOLNPCLG_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, General Government, Euros",A,Q,IMF,BOP
482,BFOLNPCLG_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, General Government, US Dollars",A,Q,IMF,BOP
483,BFOLNPCLLE_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Life Insurance and Annuity Entitlements, Euros",A,Q,IMF,BOP
484,BFOLNPCLLE_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Life Insurance and Annuity Entitlements, US Dollars",A,Q,IMF,BOP
485,BFOLNPCLMA_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Euros",A,Q,IMF,BOP
486,BFOLNPCLMA_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), US Dollars",A,Q,IMF,BOP
487,BFOLNPCLNB_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Entitlements to Nonpension Benefits, Euros",A,Q,IMF,BOP
488,BFOLNPCLNB_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Entitlements to Nonpension Benefits, US Dollars",A,Q,IMF,BOP
489,BFOLNPCLNR_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Nonlife Insurance Technical Reserves, Euros",A,Q,IMF,BOP
490,BFOLNPCLNR_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Nonlife Insurance Technical Reserves, US Dollars",A,Q,IMF,BOP
491,BFOLNPCLOF_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Euros",A,Q,IMF,BOP
492,BFOLNPCLONF_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Euros",A,Q,IMF,BOP
493,BFOLNPCLO_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Other Sectors, Euros",A,Q,IMF,BOP
494,BFOLNPCLO_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Other Sectors, US Dollars",A,Q,IMF,BOP
495,BFOLNPCLPE_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Pension Entitlements, Euros",A,Q,IMF,BOP
496,BFOLNPCLPE_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Pension Entitlements, US Dollars",A,Q,IMF,BOP
497,BFOLNPCLPG_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Provisions for Calls Under Standardized Guarantees, Euros",A,Q,IMF,BOP
498,BFOLNPCLPG_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Provisions for Calls Under Standardized Guarantees, US Dollars",A,Q,IMF,BOP
499,BFOLNPCL_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, Euros",A,Q,IMF,BOP
500,BFOLNPCL_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Net Incurrence of Liabilities, US Dollars",A,Q,IMF,BOP
501,BFOLNPC_BP6_EUR,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, Euros",A,Q,IMF,BOP
502,BFOLNPC_BP6_USD,"Financial Account, Other Investment, Loans, Insurance, Pension, and Standardized Guarantee Schemes, US Dollars",A,Q,IMF,BOP
503,BFOLN_BP6_EUR,"Financial Account, Other Investment, Loans, Euros",A,Q,IMF,BOP
504,BFOLN_BP6_USD,"Financial Account, Other Investment, Loans, US Dollars",A,Q,IMF,BOP
505,BFOLN_BP6_XDC,"Financial Account, Other Investment, Loans, National Currency",A,Q,IMF,BOP
506,BFOLOCBFR_BP6_USD,"Supplementary Items, Other Investment: Other Debt Instruments: Net Incurrence of Liabilities, Central Bank (with Fund Record), US Dollars",A,Q,IMF,BOP
507,BFOLODC_BP6_USD,"Financial Account, Other Investment, Net Incurrence of Liabilities, Debt Instruments, Deposit-taking Corporations, Except the Central Bank, US Dollars",A,Q,IMF,BOP
508,BFOLOFR_BP6_USD,"Supplementary Items, Other Investment: Other Debt Instruments: Net Incurrence of Liabilities (with Fund Record), US Dollars",A,Q,IMF,BOP
509,BFOLOGFR_BP6_USD,"Supplementary Items, Other Investment: Other Debt Instruments: Net Incurrence of Liabilities, General Government (with Fund Record), US Dollars",A,Q,IMF,BOP
510,BFOLOOF_BP6_USD,"Financial Account, Other Investment, Net Incurrence of Liabilities, Debt Instruments, Other Sectors, Of which: Other Financial Corporations, US Dollars",A,Q,IMF,BOP
511,BFOLOO_BP6_USD,"Financial Account, Other Investment, Net Incurrence of Liabilities, Debt Instruments, Other Sectors, US Dollars",A,Q,IMF,BOP
512,BFOLSDRFR_BP6_USD,"Supplementary Items, Special Drawing Rights (Allocations) (with Fund Record), US Dollars",A,Q,IMF,BOP
513,BFOLSDR_BP6_EUR,"Financial Account, Other Investment, Special Drawing Rights (Net Incurrence of Liabilities), Euros",A,Q,IMF,BOP
514,BFOLSDR_BP6_USD,"Financial Account, Other Investment, Special Drawing Rights (Net Incurrence of Liabilities), US Dollars",A,Q,IMF,BOP
515,BFOLXF_BP6_USD,"Financial Account, Net (excluding exceptional financing), Other investment, Net incurrence of liabilities (excluding exceptional financing), US Dollars",A,Q,IMF,BOP
516,BFOL_BP6_EUR,"Financial Account, Other Investment, Net Incurrence of Liabilities, Euros",A,Q,IMF,BOP
517,BFOL_BP6_USD,"Financial Account, Other Investment, Net Incurrence of Liabilities, US Dollars",A,Q,IMF,BOP
518,BFOL_BP6_XDC,"Financial Account, Other Investment, Net Incurrence of Liabilities, National Currency",A,Q,IMF,BOP
519,BFORACB_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Bank, Euros",A,Q,IMF,BOP
520,BFORACB_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Bank, US Dollars",A,Q,IMF,BOP
521,BFORACB_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Bank, National Currency",A,Q,IMF,BOP
522,BFORACB_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Banks, Long-term, Euros",A,Q,IMF,BOP
523,BFORACB_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Banks, Long-term, US Dollars",A,Q,IMF,BOP
524,BFORACB_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Banks, Long-term, National Currency",A,Q,IMF,BOP
525,BFORACB_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Bank, Short-term, Euros",A,Q,IMF,BOP
526,BFORACB_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Bank, Short-term, US Dollars",A,Q,IMF,BOP
527,BFORACB_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Central Bank, Short-term, National Currency",A,Q,IMF,BOP
528,BFORADC_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Euros",A,Q,IMF,BOP
529,BFORADC_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, US Dollars",A,Q,IMF,BOP
530,BFORADC_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, National Currency",A,Q,IMF,BOP
531,BFORADC_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Long-term, Euros",A,Q,IMF,BOP
532,BFORADC_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Long-term, US Dollars",A,Q,IMF,BOP
533,BFORADC_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Long-term, National Currency",A,Q,IMF,BOP
534,BFORADC_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Short-term, Euros",A,Q,IMF,BOP
535,BFORADC_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Short-term, US Dollars",A,Q,IMF,BOP
536,BFORADC_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Deposit-taking Corporations, Except Central Bank, Short-term, National Currency",A,Q,IMF,BOP
537,BFORAG_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Euros",A,Q,IMF,BOP
538,BFORAG_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, US Dollars",A,Q,IMF,BOP
539,BFORAG_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, National Currency",A,Q,IMF,BOP
540,BFORAG_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Long-term, Euros",A,Q,IMF,BOP
541,BFORAG_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Long-term, US Dollars",A,Q,IMF,BOP
542,BFORAG_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Long-term, National Currency",A,Q,IMF,BOP
543,BFORAG_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Short-term, Euros",A,Q,IMF,BOP
544,BFORAG_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Short-term, US Dollars",A,Q,IMF,BOP
545,BFORAG_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, General Government, Short-term, National Currency",A,Q,IMF,BOP
546,BFORAMA_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Euros",A,Q,IMF,BOP
547,BFORAMA_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), US Dollars",A,Q,IMF,BOP
548,BFORAMA_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Long-term, Euros",A,Q,IMF,BOP
549,BFORAMA_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Long-term, US Dollars",A,Q,IMF,BOP
550,BFORAMA_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Short-term, Euros",A,Q,IMF,BOP
551,BFORAMA_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Monetary Authorities (Where Relevant), Short-term, US Dollars",A,Q,IMF,BOP
552,BFORAOF_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, Euros",A,Q,IMF,BOP
553,BFORAOF_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, US Dollars",A,Q,IMF,BOP
554,BFORAOF_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, Long-term, Euros",A,Q,IMF,BOP
555,BFORAOF_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, Long-term, US Dollars",A,Q,IMF,BOP
556,BFORAOF_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, Short-term, Euros",A,Q,IMF,BOP
557,BFORAOF_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Other Financial Corporations, Short-term, US Dollars",A,Q,IMF,BOP
558,BFORAONF_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Euros",A,Q,IMF,BOP
559,BFORAONF_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, US Dollars",A,Q,IMF,BOP
560,BFORAONF_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Long-term, Euros",A,Q,IMF,BOP
561,BFORAONF_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Long-term, US Dollars",A,Q,IMF,BOP
562,BFORAONF_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Short-term, Euros",A,Q,IMF,BOP
563,BFORAONF_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Nonfinancial Corporations, Households, NPISHs, Short-term, US Dollars",A,Q,IMF,BOP
564,BFORAO_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Euros",A,Q,IMF,BOP
565,BFORAO_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, US Dollars",A,Q,IMF,BOP
566,BFORAO_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, National Currency",A,Q,IMF,BOP
567,BFORAO_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Long-term, Euros",A,Q,IMF,BOP
568,BFORAO_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Long-term, US Dollars",A,Q,IMF,BOP
569,BFORAO_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Long-term, National Currency",A,Q,IMF,BOP
570,BFORAO_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Short-term, Euros",A,Q,IMF,BOP
571,BFORAO_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Short-term, US Dollars",A,Q,IMF,BOP
572,BFORAO_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Other Sectors, Short-term, National Currency",A,Q,IMF,BOP
573,BFORA_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, Euros",A,Q,IMF,BOP
574,BFORA_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, US Dollars",A,Q,IMF,BOP
575,BFORA_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Acquisition of Financial Assets, National Currency",A,Q,IMF,BOP
576,BFORPLCB_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Bank, Euros",A,Q,IMF,BOP
577,BFORPLCB_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Bank, US Dollars",A,Q,IMF,BOP
578,BFORPLCB_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Bank, National Currency",A,Q,IMF,BOP
579,BFORPLCB_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Banks, Long-term, Euros",A,Q,IMF,BOP
580,BFORPLCB_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Banks, Long-term, US Dollars",A,Q,IMF,BOP
581,BFORPLCB_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Banks, Long-term, National Currency",A,Q,IMF,BOP
582,BFORPLCB_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Bank, Short-term, Euros",A,Q,IMF,BOP
583,BFORPLCB_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Bank, Short-term, US Dollars",A,Q,IMF,BOP
584,BFORPLCB_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Central Bank, Short-term, National Currency",A,Q,IMF,BOP
585,BFORPLDC_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Euros",A,Q,IMF,BOP
586,BFORPLDC_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, US Dollars",A,Q,IMF,BOP
587,BFORPLDC_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, National Currency",A,Q,IMF,BOP
588,BFORPLDC_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Long-term, Euros",A,Q,IMF,BOP
589,BFORPLDC_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Long-term, US Dollars",A,Q,IMF,BOP
590,BFORPLDC_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Long-term, National Currency",A,Q,IMF,BOP
591,BFORPLDC_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Short-term, Euros",A,Q,IMF,BOP
592,BFORPLDC_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Short-term, US Dollars",A,Q,IMF,BOP
593,BFORPLDC_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Deposit-taking Corporations, Except Central Bank, Short-term, National Currency",A,Q,IMF,BOP
594,BFORPLG_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Euros",A,Q,IMF,BOP
595,BFORPLG_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, US Dollars",A,Q,IMF,BOP
596,BFORPLG_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, National Currency",A,Q,IMF,BOP
597,BFORPLG_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Long-term, Euros",A,Q,IMF,BOP
598,BFORPLG_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Long-term, US Dollars",A,Q,IMF,BOP
599,BFORPLG_L_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Long-term, National Currency",A,Q,IMF,BOP
600,BFORPLG_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Short-term, Euros",A,Q,IMF,BOP
601,BFORPLG_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Short-term, US Dollars",A,Q,IMF,BOP
602,BFORPLG_S_BP6_XDC,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, General Government, Short-term, National Currency",A,Q,IMF,BOP
603,BFORPLMA_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Euros",A,Q,IMF,BOP
604,BFORPLMA_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), US Dollars",A,Q,IMF,BOP
605,BFORPLMA_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Long-term, Euros",A,Q,IMF,BOP
606,BFORPLMA_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Long-term, US Dollars",A,Q,IMF,BOP
607,BFORPLMA_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Short-term, Euros",A,Q,IMF,BOP
608,BFORPLMA_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Monetary Authorities (Where Relevant), Short-term, US Dollars",A,Q,IMF,BOP
609,BFORPLOF_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Euros",A,Q,IMF,BOP
610,BFORPLOF_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, US Dollars",A,Q,IMF,BOP
611,BFORPLOF_L_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Long-term, Euros",A,Q,IMF,BOP
612,BFORPLOF_L_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Long-term, US Dollars",A,Q,IMF,BOP
613,BFORPLOF_S_BP6_EUR,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Short-term, Euros",A,Q,IMF,BOP
614,BFORPLOF_S_BP6_USD,"Financial Account, Other Investment, Other Accounts Receivable/payable, Net Incurrence of Liabilities, Other Sectors, Other Financial Corporations, Short-term, US Dollars",A,Q,IMF,BOP
