,INDICATOR NAME,INDICATOR DESCRIPTION,INDICATOR FREQUENCY 1,INDICATOR FREQUENCY 2,PROVIDER,DATASET
4214,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),A,,WB,WDI
4215,EN.ATM.CO2E.PP.GD,CO2 emissions (kg per PPP $ of GDP),A,,WB,WDI
4216,EN.ATM.CO2E.PP.GD.KD,CO2 emissions (kg per 2017 PPP $ of GDP),A,,WB,WDI
4217,EN.ATM.CO2E.SF.KT,CO2 emissions from solid fuel consumption (kt),A,,WB,WDI
4218,EN.ATM.CO2E.SF.ZS,CO2 emissions from solid fuel consumption (% of total),A,,WB,WDI
4219,EN.ATM.GHGO.KT.CE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",A,,WB,WDI
4220,EN.ATM.GHGO.ZG,Other greenhouse gas emissions (% change from 1990),A,,WB,WDI
4221,EN.ATM.GHGT.KT.CE,Total greenhouse gas emissions (kt of CO2 equivalent),A,,WB,WDI
4222,EN.ATM.GHGT.ZG,Total greenhouse gas emissions (% change from 1990),A,,WB,WDI
4223,EN.ATM.HFCG.KT.CE,HFC gas emissions (thousand metric tons of CO2 equivalent),A,,WB,WDI
4224,EN.ATM.METH.AG.KT.CE,Agricultural methane emissions (thousand metric tons of CO2 equivalent),A,,WB,WDI
4225,EN.ATM.METH.AG.ZS,Agricultural methane emissions (% of total),A,,WB,WDI
4226,EN.ATM.METH.EG.KT.CE,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),A,,WB,WDI
4227,EN.ATM.METH.EG.ZS,Energy related methane emissions (% of total),A,,WB,WDI
4228,EN.ATM.METH.KT.CE,Methane emissions (kt of CO2 equivalent),A,,WB,WDI
4229,EN.ATM.METH.ZG,Methane emissions (% change from 1990),A,,WB,WDI
4230,EN.ATM.NOXE.AG.KT.CE,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),A,,WB,WDI
4231,EN.ATM.NOXE.AG.ZS,Agricultural nitrous oxide emissions (% of total),A,,WB,WDI
4232,EN.ATM.NOXE.EG.KT.CE,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),A,,WB,WDI
4233,EN.ATM.NOXE.EG.ZS,Nitrous oxide emissions in energy sector (% of total),A,,WB,WDI
4234,EN.ATM.NOXE.KT.CE,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),A,,WB,WDI
4235,EN.ATM.NOXE.ZG,Nitrous oxide emissions (% change from 1990),A,,WB,WDI
4236,EN.ATM.PFCG.KT.CE,PFC gas emissions (thousand metric tons of CO2 equivalent),A,,WB,WDI
4237,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",A,,WB,WDI
4238,EN.ATM.PM25.MC.T1.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",A,,WB,WDI
4239,EN.ATM.PM25.MC.T2.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",A,,WB,WDI
4240,EN.ATM.PM25.MC.T3.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",A,,WB,WDI
4241,EN.ATM.PM25.MC.ZS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",A,,WB,WDI
4242,EN.ATM.SF6G.KT.CE,SF6 gas emissions (thousand metric tons of CO2 equivalent),A,,WB,WDI
4243,EN.BIR.THRD.NO,"Bird species, threatened",A,,WB,WDI
4244,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best),A,,WB,WDI
4245,EN.CLC.GHGR.MT.CE,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),A,,WB,WDI
4246,EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",A,,WB,WDI
4247,EN.CO2.BLDG.ZS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),A,,WB,WDI
4248,EN.CO2.ETOT.ZS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",A,,WB,WDI
4249,EN.CO2.MANF.ZS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),A,,WB,WDI
4250,EN.CO2.OTHX.ZS,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",A,,WB,WDI
4251,EN.CO2.TRAN.ZS,CO2 emissions from transport (% of total fuel combustion),A,,WB,WDI
4252,EN.FSH.THRD.NO,"Fish species, threatened",A,,WB,WDI
4253,EN.HPT.THRD.NO,"Plant species (higher), threatened",A,,WB,WDI
4254,EN.MAM.THRD.NO,"Mammal species, threatened",A,,WB,WDI
4255,EN.POP.DNST,Population density (people per sq. km of land area),A,,WB,WDI
4256,EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population),A,,WB,WDI
4257,EN.POP.EL5M.UR.ZS,Urban population living in areas where elevation is below 5 meters (% of total population),A,,WB,WDI
4258,EN.POP.EL5M.ZS,Population living in areas where elevation is below 5 meters (% of total population),A,,WB,WDI
4259,EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population),A,,WB,WDI
4260,EN.URB.LCTY,Population in largest city,A,,WB,WDI
4261,EN.URB.LCTY.UR.ZS,Population in the largest city (% of urban population),A,,WB,WDI
4262,EN.URB.MCTY,Population in urban agglomerations of more than 1 million,A,,WB,WDI
4263,EN.URB.MCTY.TL.ZS,Population in urban agglomerations of more than 1 million (% of total population),A,,WB,WDI
4264,EP.PMP.DESL.CD,Pump price for diesel fuel (US$ per liter),A,,WB,WDI
4265,EP.PMP.SGAS.CD,Pump price for gasoline (US$ per liter),A,,WB,WDI
4266,ER.FSH.AQUA.MT,Aquaculture production (metric tons),A,,WB,WDI
4267,ER.FSH.CAPT.MT,Capture fisheries production (metric tons),A,,WB,WDI
4268,ER.FSH.PROD.MT,Total fisheries production (metric tons),A,,WB,WDI
4269,ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",A,,WB,WDI
4270,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",A,,WB,WDI
4271,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",A,,WB,WDI
4272,ER.H2O.FWIN.ZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",A,,WB,WDI
4273,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,A,,WB,WDI
4274,ER.H2O.FWTL.K3,"Annual freshwater withdrawals, total (billion cubic meters)",A,,WB,WDI
4275,ER.H2O.FWTL.ZS,"Annual freshwater withdrawals, total (% of internal resources)",A,,WB,WDI
4276,ER.H2O.INTR.K3,"Renewable internal freshwater resources, total (billion cubic meters)",A,,WB,WDI
4277,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita (cubic meters),A,,WB,WDI
4278,ER.LND.PTLD.ZS,Terrestrial protected areas (% of total land area),A,,WB,WDI
4279,ER.MRN.PTMR.ZS,Marine protected areas (% of territorial waters),A,,WB,WDI
4280,ER.PTD.TOTL.ZS,Terrestrial and marine protected areas (% of total territorial area),A,,WB,WDI
4281,FB.AST.NPER.ZS,Bank nonperforming loans to total gross loans (%),A,,WB,WDI
4282,FB.ATM.TOTL.P5,"Automated teller machines (ATMs) (per 100,000 adults)",A,,WB,WDI
4283,FB.BNK.CAPA.ZS,Bank capital to assets ratio (%),A,,WB,WDI
4284,FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)",A,,WB,WDI
4285,FB.CBK.BRWR.P3,"Borrowers from commercial banks (per 1,000 adults)",A,,WB,WDI
4286,FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)",A,,WB,WDI
4287,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),A,,WB,WDI
4288,FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%),A,,WB,WDI
4289,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",A,,WB,WDI
4290,FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt),A,,WB,WDI
4291,FI.RES.TOTL.MO,Total reserves in months of imports,A,,WB,WDI
4292,FI.RES.XGLD.CD,Total reserves minus gold (current US$),A,,WB,WDI
4293,FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money),A,,WB,WDI
4294,FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money),A,,WB,WDI
4295,FM.AST.DOMS.CN,Net domestic credit (current LCU),A,,WB,WDI
4296,FM.AST.NFRG.CN,Net foreign assets (current LCU),A,,WB,WDI
4297,FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP),A,,WB,WDI
4298,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money),A,,WB,WDI
4299,FM.LBL.BMNY.CN,Broad money (current LCU),A,,WB,WDI
4300,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),A,,WB,WDI
4301,FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio,A,,WB,WDI
4302,FM.LBL.BMNY.ZG,Broad money growth (annual %),A,,WB,WDI
4303,FP.CPI.TOTL,Consumer price index (2010 = 100),A,,WB,WDI
4304,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",A,,WB,WDI
4305,FP.WPI.TOTL,Wholesale price index (2010 = 100),A,,WB,WDI
4306,FR.INR.DPST,Deposit interest rate (%),A,,WB,WDI
4307,FR.INR.LEND,Lending interest rate (%),A,,WB,WDI
4308,FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)",A,,WB,WDI
4309,FR.INR.RINR,Real interest rate (%),A,,WB,WDI
4310,FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)",A,,WB,WDI
4311,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",A,,WB,WDI
4312,FS.AST.DOMO.GD.ZS,Claims on other sectors of the domestic economy (% of GDP),A,,WB,WDI
4313,FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP),A,,WB,WDI
4314,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),A,,WB,WDI
4315,FX.OWN.TOTL.40.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",A,,WB,WDI
4316,FX.OWN.TOTL.60.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",A,,WB,WDI
4317,FX.OWN.TOTL.FE.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",A,,WB,WDI
4318,FX.OWN.TOTL.MA.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",A,,WB,WDI
4319,FX.OWN.TOTL.OL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",A,,WB,WDI
4320,FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",A,,WB,WDI
4321,FX.OWN.TOTL.SO.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",A,,WB,WDI
4322,FX.OWN.TOTL.YG.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",A,,WB,WDI
4323,FX.OWN.TOTL.ZS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),A,,WB,WDI
4324,GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP),A,,WB,WDI
4325,GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU),A,,WB,WDI
4326,GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP),A,,WB,WDI
4327,GC.DOD.TOTL.CN,"Central government debt, total (current LCU)",A,,WB,WDI
4328,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",A,,WB,WDI
4329,GC.LBL.TOTL.CN,"Net incurrence of liabilities, total (current LCU)",A,,WB,WDI
4330,GC.LBL.TOTL.GD.ZS,"Net incurrence of liabilities, total (% of GDP)",A,,WB,WDI
4331,GC.NFN.TOTL.CN,Net investment in nonfinancial assets (current LCU),A,,WB,WDI
4332,GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP),A,,WB,WDI
4333,GC.NLD.TOTL.CN,Net lending (+) / net borrowing (-) (current LCU),A,,WB,WDI
4334,GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP),A,,WB,WDI
4335,GC.REV.GOTR.CN,Grants and other revenue (current LCU),A,,WB,WDI
4336,GC.REV.GOTR.ZS,Grants and other revenue (% of revenue),A,,WB,WDI
4337,GC.REV.SOCL.CN,Social contributions (current LCU),A,,WB,WDI
4338,GC.REV.SOCL.ZS,Social contributions (% of revenue),A,,WB,WDI
4339,GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)",A,,WB,WDI
4340,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",A,,WB,WDI
4341,GC.TAX.EXPT.CN,Taxes on exports (current LCU),A,,WB,WDI
4342,GC.TAX.EXPT.ZS,Taxes on exports (% of tax revenue),A,,WB,WDI
4343,GC.TAX.GSRV.CN,Taxes on goods and services (current LCU),A,,WB,WDI
4344,GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue),A,,WB,WDI
4345,GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services),A,,WB,WDI
4346,GC.TAX.IMPT.CN,Customs and other import duties (current LCU),A,,WB,WDI
4347,GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue),A,,WB,WDI
4348,GC.TAX.INTT.CN,Taxes on international trade (current LCU),A,,WB,WDI
4349,GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue),A,,WB,WDI
4350,GC.TAX.OTHR.CN,Other taxes (current LCU),A,,WB,WDI
4351,GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue),A,,WB,WDI
4352,GC.TAX.TOTL.CN,Tax revenue (current LCU),A,,WB,WDI
4353,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP),A,,WB,WDI
4354,GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)",A,,WB,WDI
4355,GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)",A,,WB,WDI
4356,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",A,,WB,WDI
4357,GC.XPN.COMP.CN,Compensation of employees (current LCU),A,,WB,WDI
4358,GC.XPN.COMP.ZS,Compensation of employees (% of expense),A,,WB,WDI
4359,GC.XPN.GSRV.CN,Goods and services expense (current LCU),A,,WB,WDI
4360,GC.XPN.GSRV.ZS,Goods and services expense (% of expense),A,,WB,WDI
4361,GC.XPN.INTP.CN,Interest payments (current LCU),A,,WB,WDI
4362,GC.XPN.INTP.RV.ZS,Interest payments (% of revenue),A,,WB,WDI
4363,GC.XPN.INTP.ZS,Interest payments (% of expense),A,,WB,WDI
4364,GC.XPN.OTHR.CN,Other expense (current LCU),A,,WB,WDI
4365,GC.XPN.OTHR.ZS,Other expense (% of expense),A,,WB,WDI
4366,GC.XPN.TOTL.CN,Expense (current LCU),A,,WB,WDI
4367,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),A,,WB,WDI
4368,GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU),A,,WB,WDI
4369,GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense),A,,WB,WDI
4370,GF.XPD.BUDG.ZS,Primary government expenditures as a proportion of original approved budget (%),A,,WB,WDI
4371,HD.HCI.OVRL,Human capital index (HCI) (scale 0-1),A,,WB,WDI
4372,HD.HCI.OVRL.FE,"Human capital index (HCI), female (scale 0-1)",A,,WB,WDI
4373,HD.HCI.OVRL.LB,"Human capital index (HCI), lower bound (scale 0-1)",A,,WB,WDI
4374,HD.HCI.OVRL.LB.FE,"Human capital index (HCI), female, lower bound (scale 0-1)",A,,WB,WDI
4375,HD.HCI.OVRL.LB.MA,"Human capital index (HCI), male, lower bound (scale 0-1)",A,,WB,WDI
4376,HD.HCI.OVRL.MA,"Human capital index (HCI), male (scale 0-1)",A,,WB,WDI
4377,HD.HCI.OVRL.UB,"Human capital index (HCI), upper bound (scale 0-1)",A,,WB,WDI
4378,HD.HCI.OVRL.UB.FE,"Human capital index (HCI), female, upper bound (scale 0-1)",A,,WB,WDI
4379,HD.HCI.OVRL.UB.MA,"Human capital index (HCI), male, upper bound (scale 0-1)",A,,WB,WDI
4380,IC.BUS.DFRN.XQ,Ease of doing business score (0 = lowest performance to 100 = best performance),A,,WB,WDI
4381,IC.BUS.DISC.XQ,Business extent of disclosure index (0=less disclosure to 10=more disclosure),A,,WB,WDI
4382,IC.BUS.EASE.XQ,Ease of doing business rank (1=most business-friendly regulations),A,,WB,WDI
4383,IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)",A,,WB,WDI
4384,IC.BUS.NREG,New businesses registered (number),A,,WB,WDI
4385,IC.CRD.INFO.XQ,Depth of credit information index (0=low to 8=high),A,,WB,WDI
4386,IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults),A,,WB,WDI
4387,IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults),A,,WB,WDI
4388,IC.CUS.DURS.EX,Average time to clear exports through customs (days),A,,WB,WDI
4389,IC.ELC.DURS,Time to obtain an electrical connection (days),A,,WB,WDI
4390,IC.ELC.OUTG,Power outages in firms in a typical month (number),A,,WB,WDI
4391,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),A,,WB,WDI
4392,IC.ELC.TIME,Time required to get electricity (days),A,,WB,WDI
4393,IC.EXP.CSBC.CD,"Cost to export, border compliance (US$)",A,,WB,WDI
4394,IC.EXP.CSDC.CD,"Cost to export, documentary compliance (US$)",A,,WB,WDI
4395,IC.EXP.TMBC,"Time to export, border compliance (hours)",A,,WB,WDI
4396,IC.EXP.TMDC,"Time to export, documentary compliance (hours)",A,,WB,WDI
4397,IC.FRM.BKWC.ZS,Firms using banks to finance working capital (% of firms),A,,WB,WDI
4398,IC.FRM.BNKS.ZS,Firms using banks to finance investment (% of firms),A,,WB,WDI
4399,IC.FRM.BRIB.ZS,Bribery incidence (% of firms experiencing at least one bribe payment request),A,,WB,WDI
4400,IC.FRM.CMPU.ZS,Firms competing against unregistered firms (% of firms),A,,WB,WDI
4401,IC.FRM.CORR.ZS,Informal payments to public officials (% of firms),A,,WB,WDI
4402,IC.FRM.CRIM.ZS,Losses due to theft and vandalism (% of annual sales of affected firms),A,,WB,WDI
4403,IC.FRM.DURS,Time required to obtain an operating license (days),A,,WB,WDI
4404,IC.FRM.FEMM.ZS,Firms with female top manager (% of firms),A,,WB,WDI
4405,IC.FRM.FEMO.ZS,Firms with female participation in ownership (% of firms),A,,WB,WDI
4406,IC.FRM.FREG.ZS,Firms formally registered when operations started (% of firms),A,,WB,WDI
4407,IC.FRM.INFM.ZS,Firms that do not report all sales for tax purposes (% of firms),A,,WB,WDI
4408,IC.FRM.METG.ZS,Firms visited or required meetings with tax officials (% of firms),A,,WB,WDI
4409,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),A,,WB,WDI
4410,IC.FRM.RSDV.ZS,Firms that spend on R&D (% of firms),A,,WB,WDI
4411,IC.FRM.THEV.ZS,Firms experiencing losses due to theft and vandalism (% of firms),A,,WB,WDI
4412,IC.FRM.TRNG.ZS,Firms offering formal training (% of firms),A,,WB,WDI
4413,IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time),A,,WB,WDI
4414,IC.IMP.CSBC.CD,"Cost to import, border compliance (US$)",A,,WB,WDI
4415,IC.IMP.CSDC.CD,"Cost to import, documentary compliance (US$)",A,,WB,WDI
4416,IC.IMP.TMBC,"Time to import, border compliance (hours)",A,,WB,WDI
4417,IC.IMP.TMDC,"Time to import, documentary compliance (hours)",A,,WB,WDI
4418,IC.ISV.DURS,Time to resolve insolvency (years),A,,WB,WDI
4419,IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong),A,,WB,WDI
4420,IC.LGL.DURS,Time required to enforce a contract (days),A,,WB,WDI
4421,IC.PRP.DURS,Time required to register property (days),A,,WB,WDI
4422,IC.PRP.PROC,Procedures to register property (number),A,,WB,WDI
4423,IC.REG.COST.PC.FE.ZS,"Cost of business start-up procedures, female (% of GNI per capita)",A,,WB,WDI
4424,IC.REG.COST.PC.MA.ZS,"Cost of business start-up procedures, male (% of GNI per capita)",A,,WB,WDI
4425,IC.REG.COST.PC.ZS,Cost of business start-up procedures (% of GNI per capita),A,,WB,WDI
4426,IC.REG.DURS,Time required to start a business (days),A,,WB,WDI
4427,IC.REG.DURS.FE,"Time required to start a business, female (days)",A,,WB,WDI
4428,IC.REG.DURS.MA,"Time required to start a business, male (days)",A,,WB,WDI
4429,IC.REG.PROC,Start-up procedures to register a business (number),A,,WB,WDI
4430,IC.REG.PROC.FE,"Start-up procedures to register a business, female (number)",A,,WB,WDI
4431,IC.REG.PROC.MA,"Start-up procedures to register a business, male (number)",A,,WB,WDI
4432,IC.TAX.DURS,Time to prepare and pay taxes (hours),A,,WB,WDI
4433,IC.TAX.GIFT.ZS,Firms expected to give gifts in meetings with tax officials (% of firms),A,,WB,WDI
4434,IC.TAX.LABR.CP.ZS,Labor tax and contributions (% of commercial profits),A,,WB,WDI
4435,IC.TAX.METG,Number of visits or required meetings with tax officials (average for affected firms),A,,WB,WDI
4436,IC.TAX.OTHR.CP.ZS,Other taxes payable by businesses (% of commercial profits),A,,WB,WDI
4437,IC.TAX.PAYM,Tax payments (number),A,,WB,WDI
4438,IC.TAX.PRFT.CP.ZS,Profit tax (% of commercial profits),A,,WB,WDI
4439,IC.TAX.TOTL.CP.ZS,Total tax and contribution rate (% of profit),A,,WB,WDI
4440,IC.WRH.DURS,Time required to build a warehouse (days),A,,WB,WDI
4441,IC.WRH.PROC,Procedures to build a warehouse (number),A,,WB,WDI
4442,IE.PPI.ENGY.CD,Investment in energy with private participation (current US$),A,,WB,WDI
4443,IE.PPI.ICTI.CD,Investment in ICT with private participation (current US$),A,,WB,WDI
4444,IE.PPI.TRAN.CD,Investment in transport with private participation (current US$),A,,WB,WDI
4445,IE.PPI.WATR.CD,Investment in water and sanitation with private participation (current US$),A,,WB,WDI
4446,IE.PPN.ENGY.CD,Public private partnerships investment in energy (current US$),A,,WB,WDI
4447,IE.PPN.ICTI.CD,Public private partnerships investment in ICT (current US$),A,,WB,WDI
4448,IE.PPN.TRAN.CD,Public private partnerships investment in transport (current US$),A,,WB,WDI
4449,IE.PPN.WATR.CD,Public private partnerships investment in water and sanitation (current US$),A,,WB,WDI
4450,IP.IDS.NRCT,"Industrial design applications, nonresident, by count",A,,WB,WDI
4451,IP.IDS.RSCT,"Industrial design applications, resident, by count",A,,WB,WDI
4452,IP.JRN.ARTC.SC,Scientific and technical journal articles,A,,WB,WDI
4453,IP.PAT.NRES,"Patent applications, nonresidents",A,,WB,WDI
4454,IP.PAT.RESD,"Patent applications, residents",A,,WB,WDI
4455,IP.TMK.NRCT,"Trademark applications, nonresident, by count",A,,WB,WDI
4456,IP.TMK.RSCT,"Trademark applications, resident, by count",A,,WB,WDI
4457,IQ.CPA.BREG.XQ,CPIA business regulatory environment rating (1=low to 6=high),A,,WB,WDI
4458,IQ.CPA.DEBT.XQ,CPIA debt policy rating (1=low to 6=high),A,,WB,WDI
4459,IQ.CPA.ECON.XQ,CPIA economic management cluster average (1=low to 6=high),A,,WB,WDI
4460,IQ.CPA.ENVR.XQ,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),A,,WB,WDI
4461,IQ.CPA.FINQ.XQ,CPIA quality of budgetary and financial management rating (1=low to 6=high),A,,WB,WDI
4462,IQ.CPA.FINS.XQ,CPIA financial sector rating (1=low to 6=high),A,,WB,WDI
4463,IQ.CPA.FISP.XQ,CPIA fiscal policy rating (1=low to 6=high),A,,WB,WDI
4464,IQ.CPA.GNDR.XQ,CPIA gender equality rating (1=low to 6=high),A,,WB,WDI
4465,IQ.CPA.HRES.XQ,CPIA building human resources rating (1=low to 6=high),A,,WB,WDI
4466,NE.CON.PRVT.KN,Households and NPISHs Final consumption expenditure (constant LCU),A,,WB,WDI
4467,NE.CON.PRVT.PC.KD,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),A,,WB,WDI
4468,NE.CON.PRVT.PC.KD.ZG,Households and NPISHs Final consumption expenditure per capita growth (annual %),A,,WB,WDI
4469,NE.CON.PRVT.PP.CD,"Households and NPISHs Final consumption expenditure, PPP (current international $)",A,,WB,WDI
4470,NE.CON.PRVT.PP.KD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",A,,WB,WDI
4471,NE.CON.PRVT.ZS,Households and NPISHs final consumption expenditure (% of GDP),A,,WB,WDI
4472,NE.CON.TOTL.CD,Final consumption expenditure (current US$),A,,WB,WDI
4473,NE.CON.TOTL.CN,Final consumption expenditure (current LCU),A,,WB,WDI
4474,NE.CON.TOTL.KD,Final consumption expenditure (constant 2015 US$),A,,WB,WDI
4475,NE.CON.TOTL.KD.ZG,Final consumption expenditure (annual % growth),A,,WB,WDI
4476,NE.CON.TOTL.KN,Final consumption expenditure (constant LCU),A,,WB,WDI
4477,NE.CON.TOTL.ZS,Final consumption expenditure (% of GDP),A,,WB,WDI
4478,NE.DAB.DEFL.ZS,Gross national expenditure deflator (base year varies by country),A,,WB,WDI
4479,NE.DAB.TOTL.CD,Gross national expenditure (current US$),A,,WB,WDI
4480,NE.DAB.TOTL.CN,Gross national expenditure (current LCU),A,,WB,WDI
4481,NE.DAB.TOTL.KD,Gross national expenditure (constant 2015 US$),A,,WB,WDI
4482,NE.DAB.TOTL.KN,Gross national expenditure (constant LCU),A,,WB,WDI
4483,NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP),A,,WB,WDI
4484,NE.EXP.GNFS.CD,Exports of goods and services (current US$),A,,WB,WDI
4485,NE.EXP.GNFS.CN,Exports of goods and services (current LCU),A,,WB,WDI
4486,NE.EXP.GNFS.KD,Exports of goods and services (constant 2015 US$),A,,WB,WDI
4487,NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),A,,WB,WDI
4488,NE.EXP.GNFS.KN,Exports of goods and services (constant LCU),A,,WB,WDI
4489,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),A,,WB,WDI
4490,NE.GDI.FPRV.CN,"Gross fixed capital formation, private sector (current LCU)",A,,WB,WDI
4491,NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)",A,,WB,WDI
4492,NE.GDI.FTOT.CD,Gross fixed capital formation (current US$),A,,WB,WDI
4493,NE.GDI.FTOT.CN,Gross fixed capital formation (current LCU),A,,WB,WDI
4494,NE.GDI.FTOT.KD,Gross fixed capital formation (constant 2015 US$),A,,WB,WDI
4495,NE.GDI.FTOT.KD.ZG,Gross fixed capital formation (annual % growth),A,,WB,WDI
4496,NE.GDI.FTOT.KN,Gross fixed capital formation (constant LCU),A,,WB,WDI
4497,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),A,,WB,WDI
4498,NE.GDI.STKB.CD,Changes in inventories (current US$),A,,WB,WDI
4499,NE.GDI.STKB.CN,Changes in inventories (current LCU),A,,WB,WDI
4500,NE.GDI.STKB.KN,Changes in inventories (constant LCU),A,,WB,WDI
4501,NE.GDI.TOTL.CD,Gross capital formation (current US$),A,,WB,WDI
4502,NE.GDI.TOTL.CN,Gross capital formation (current LCU),A,,WB,WDI
